Date,Price,Open,High,Low,Vol,Change %
5/26/2020,"37,200","37,400","39,900","36,600",3.22K,0.81%
5/25/2020,"36,900","36,900","36,900","36,900",0.50K,-0.81%
5/22/2020,"37,200","37,000","37,200","37,000",4.60K,-1.59%
5/21/2020,"37,800","37,800","37,800","37,800",0.10K,5.00%
5/20/2020,"36,000","36,500","36,500","36,000",1.61K,0.00%
5/19/2020,"36,000","36,100","36,100","36,000",1.01K,-2.17%
5/18/2020,"36,800","36,800","36,800","36,800",0.60K,-0.27%
5/15/2020,"36,900","36,900","36,900","36,900",0.30K,0.27%
5/14/2020,"36,800","36,700","36,800","36,700",1.00K,-0.54%
5/13/2020,"37,000","37,100","37,200","37,000",5.70K,-1.33%
5/12/2020,"37,500","38,800","38,800","36,600",3.70K,1.35%
5/11/2020,"37,000","40,000","40,000","37,000",2.00K,0.00%
5/8/2020,"37,000","36,900","37,000","36,900",0.80K,0.00%
5/7/2020,"37,000","37,000","37,000","37,000",0.70K,0.00%
5/6/2020,"37,000","37,000","37,000","37,000",0.35K,0.00%
5/5/2020,"37,000","38,000","38,000","37,000",1.80K,-3.90%
5/4/2020,"38,500","38,600","40,000","38,500",0.40K,2.67%
4/29/2020,"37,500","38,400","38,400","37,500",0.60K,2.74%
4/28/2020,"36,500","40,000","40,000","36,500",0.90K,0.00%
4/27/2020,"36,500","36,500","36,500","36,500",0.30K,-1.08%
4/24/2020,"36,900","38,500","38,500","35,600",1.63K,-0.27%
4/23/2020,"37,000","37,000","41,500","37,000",6.00K,4.23%
4/21/2020,"35,500","37,400","38,000","35,500",6.70K,-2.74%
4/20/2020,"36,500","36,600","36,600","36,000",13.00K,3.69%
4/17/2020,"35,200","35,300","35,300","35,200",1.10K,-2.22%
4/16/2020,"36,000","35,000","36,000","35,000",12.10K,1.41%
4/15/2020,"35,500","35,000","35,500","35,000",8.81K,1.43%
4/14/2020,"35,000","35,300","35,300","34,500",2.90K,-0.85%
4/13/2020,"35,300","34,000","35,500","34,000",2.60K,-0.56%
4/10/2020,"35,500","36,500","36,500","34,400",3.10K,-6.33%
4/9/2020,"37,900","37,900","37,900","37,900",0.20K,0.00%
4/8/2020,"37,900","39,300","39,300","37,900",0.80K,-4.05%
4/7/2020,"39,500","39,400","39,500","39,000",13.90K,2.60%
4/6/2020,"38,500","38,100","40,000","38,100",11.30K,2.67%
4/3/2020,"37,500","36,200","37,500","36,200",1.60K,-0.53%
4/1/2020,"37,700","38,000","38,000","37,000",0.30K,-0.79%
3/31/2020,"38,000","36,200","38,500","36,000",26.50K,4.97%
3/30/2020,"36,200","33,000","36,200","32,800",3.20K,1.40%
3/27/2020,"35,700","36,500","36,500","35,700",7.30K,-2.19%
3/26/2020,"36,500","36,500","36,500","36,400",6.83K,1.39%
3/25/2020,"36,000","36,900","37,100","36,000",9.60K,0.28%
3/24/2020,"35,900","36,500","36,500","35,900",7.60K,-0.28%
3/23/2020,"36,000","35,000","36,000","35,000",10.13K,0.00%
3/20/2020,"36,000","36,500","36,800","36,000",12.83K,-1.64%
3/19/2020,"36,600","36,600","36,600","36,600",,0.00%
3/18/2020,"36,600","36,600","36,600","36,600",0.10K,1.95%
3/17/2020,"35,900","35,900","35,900","35,900",0.10K,-1.37%
3/13/2020,"36,400","36,000","37,800","36,000",0.51K,1.39%
3/12/2020,"35,900","35,000","35,900","32,000",2.90K,-1.37%
3/11/2020,"36,400","38,000","39,900","36,400",4.50K,-4.21%
3/10/2020,"38,000","37,000","38,000","32,000",14.00K,2.70%
3/9/2020,"37,000","38,000","38,000","37,000",0.54K,-2.63%
3/6/2020,"38,000","38,900","38,900","38,000",6.40K,-2.31%
3/5/2020,"38,900","39,900","39,900","38,300",0.80K,-1.27%
3/4/2020,"39,400","39,400","39,400","39,400",0.10K,-0.25%
3/3/2020,"39,500","39,100","39,500","39,100",1.30K,0.00%
3/2/2020,"39,500","39,500","39,500","39,500",0.50K,-1.25%
2/28/2020,"40,000","40,000","40,500","38,700",3.50K,0.25%
2/27/2020,"39,900","38,000","39,900","38,000",0.20K,2.31%
2/26/2020,"39,000","40,800","40,800","39,000",0.20K,2.63%
2/25/2020,"38,000","40,600","40,600","38,000",0.20K,-5.00%
2/24/2020,"40,000","39,000","40,000","38,000",0.30K,-2.44%
2/21/2020,"41,000","41,000","41,000","41,000",0.10K,1.99%
2/20/2020,"40,200","39,600","40,200","39,600",16.90K,-0.74%
2/19/2020,"40,500","39,200","40,500","39,200",5.30K,1.00%
2/18/2020,"40,100","40,800","40,800","40,100",0.20K,0.25%
2/17/2020,"40,000","40,800","40,800","39,900",13.92K,2.56%
2/14/2020,"39,000","40,000","40,000","38,500",19.70K,-3.23%
2/13/2020,"40,300","40,700","40,700","39,600",1.00K,-0.49%
2/12/2020,"40,500","41,800","41,800","40,500",2.30K,-1.94%
2/11/2020,"41,300","42,000","42,000","39,300",0.41K,5.09%
2/10/2020,"39,300","39,300","39,300","39,200",2.30K,-6.43%
2/7/2020,"42,000","42,000","43,000","42,000",1.70K,0.00%
2/6/2020,"42,000","40,900","42,000","40,800",5.61K,7.69%
2/5/2020,"39,000","40,500","40,500","39,000",3.90K,0.00%
2/4/2020,"39,000","40,900","40,900","39,000",6.10K,0.00%
2/3/2020,"39,000","40,000","40,000","38,500",2.00K,-4.88%
1/31/2020,"41,000","44,000","44,000","40,000",10.40K,0.49%
1/30/2020,"40,800","41,100","41,100","40,800",10.60K,-4.00%
1/22/2020,"42,500","41,100","42,600","41,100",15.72K,4.42%
1/21/2020,"40,700","42,000","42,000","40,600",0.90K,0.49%
1/20/2020,"40,500","42,000","42,000","40,000",14.70K,0.00%
1/17/2020,"40,500","40,500","40,900","40,500",33.60K,-0.25%
1/16/2020,"40,600","41,200","41,200","40,500",1.50K,0.50%
1/15/2020,"40,400","40,800","40,800","40,400",6.00K,-8.18%
1/14/2020,"44,000","39,700","44,300","39,700",25.10K,11.11%
1/13/2020,"39,600","40,000","41,000","39,200",25.83K,-1.25%
1/10/2020,"40,100","43,200","43,200","39,100",54.00K,-7.39%
1/9/2020,"43,300","46,000","46,000","43,300",32.70K,-3.78%
1/8/2020,"45,000","47,500","47,500","45,000",8.70K,-3.23%
1/7/2020,"46,500","49,500","49,500","45,000",43.60K,-2.11%
1/6/2020,"47,500","48,500","48,500","46,500",53.00K,-3.06%
1/3/2020,"49,000","49,100","49,100","49,000",3.00K,-0.20%
1/2/2020,"49,100","49,000","49,200","49,000",14.90K,0.00%
12/31/2019,"49,100","48,600","49,100","48,600",9.21K,0.82%
12/30/2019,"48,700","50,000","50,000","48,700",12.00K,-2.60%
12/27/2019,"50,000","49,400","50,100","49,000",12.10K,0.00%
12/26/2019,"50,000","50,000","50,200","50,000",9.10K,-1.96%
12/25/2019,"51,000","50,000","51,000","48,600",17.90K,4.51%
12/24/2019,"48,800","51,000","51,000","48,100",1.30K,0.00%
12/23/2019,"48,800","49,100","49,100","48,300",15.20K,-0.20%
12/20/2019,"48,900","49,600","49,600","48,900",6.90K,-0.61%
12/19/2019,"49,200","49,100","49,200","48,400",8.80K,-1.20%
12/18/2019,"49,800","50,000","50,000","49,800",2.10K,0.81%
12/17/2019,"49,400","49,500","49,500","49,400",2.70K,0.00%
12/16/2019,"49,400","50,900","50,900","49,400",22.60K,-2.18%
12/13/2019,"50,500","50,900","50,900","49,200",5.90K,2.23%
12/12/2019,"49,400","49,400","49,400","49,400",2.50K,0.82%
12/11/2019,"49,000","49,200","49,900","49,000",9.60K,-1.21%
12/10/2019,"49,600","50,000","50,000","49,500",2.40K,0.20%
12/9/2019,"49,500","50,000","50,000","49,500",6.41K,-1.00%
12/6/2019,"50,000","50,100","50,100","49,500",1.50K,1.01%
12/5/2019,"49,500","52,000","52,000","49,200",7.20K,0.00%
12/4/2019,"49,500","49,900","49,900","49,000",7.20K,-1.00%
12/3/2019,"50,000","49,700","50,700","49,700",5.70K,-2.34%
12/2/2019,"51,200","51,000","51,200","50,000",5.60K,-0.39%
11/29/2019,"51,400","51,400","51,600","51,400",4.00K,-1.15%
11/28/2019,"52,000","53,000","53,000","51,100",1.40K,0.00%
11/27/2019,"52,000","52,000","53,900","52,000",17.60K,3.59%
11/26/2019,"50,200","52,200","52,200","49,000",29.90K,2.03%
11/25/2019,"49,200","54,500","54,500","48,700",3.40K,0.61%
11/22/2019,"48,900","48,900","55,600","48,900",9.20K,1.03%
11/21/2019,"48,400","48,500","48,800","48,300",6.90K,0.21%
11/20/2019,"48,300","48,400","48,400","48,200",7.30K,-0.21%
11/19/2019,"48,400","48,400","48,500","48,400",2.90K,0.41%
11/18/2019,"48,200","48,600","48,600","48,100",26.90K,-0.62%
11/15/2019,"48,500","48,800","48,900","48,500",8.20K,0.00%
11/14/2019,"48,500","48,600","48,600","48,500",1.40K,0.00%
11/13/2019,"48,500","49,300","49,300","48,200",7.10K,0.00%
11/12/2019,"48,500","49,600","49,600","48,500",2.60K,1.68%
11/11/2019,"47,700","48,000","48,000","47,600",5.20K,-0.63%
11/8/2019,"48,000","49,400","49,400","48,000",6.13K,-0.62%
11/7/2019,"48,300","49,800","49,800","48,100",6.50K,0.63%
11/6/2019,"48,000","48,000","48,500","47,800",31.04K,0.42%
11/5/2019,"47,800","47,500","48,000","47,500",10.83K,0.63%
11/4/2019,"47,500","49,700","49,700","47,500",2.90K,-1.66%
11/1/2019,"48,300","49,000","49,000","46,500",13.50K,0.21%
10/31/2019,"48,200","48,700","48,700","48,000",4.50K,-0.41%
10/30/2019,"48,400","48,400","48,400","48,400",0.24K,-0.82%
10/29/2019,"48,800","48,700","48,800","48,600",21.00K,0.21%
10/28/2019,"48,700","49,100","49,200","48,200",41.10K,-0.20%
10/25/2019,"48,800","49,000","49,100","48,800",8.10K,-0.81%
10/24/2019,"49,200","49,200","49,200","49,200",0.80K,0.00%
10/23/2019,"49,200","49,500","49,500","48,600",3.40K,-0.61%
10/22/2019,"49,500","49,900","49,900","48,600",4.10K,0.00%
10/21/2019,"49,500","48,500","50,000","48,500",7.25K,-0.60%
10/18/2019,"49,800","47,500","49,900","47,500",17.90K,4.84%
10/16/2019,"47,500","47,500","47,500","47,500",0.20K,-3.06%
10/15/2019,"49,000","46,500","52,000","46,400",5.30K,6.52%
10/14/2019,"46,000","46,000","46,500","46,000",4.70K,0.00%
10/11/2019,"46,000","46,000","46,000","46,000",0.31K,1.10%
10/10/2019,"45,500","46,500","46,500","45,400",5.10K,0.00%
10/9/2019,"45,500","46,000","46,000","45,500",6.40K,-0.87%
10/8/2019,"45,900","46,000","46,000","45,900",2.20K,0.00%
10/7/2019,"45,900","45,700","46,400","45,700",1.45K,0.00%
10/4/2019,"45,900","45,900","45,900","45,800",2.50K,0.22%
10/3/2019,"45,800","45,800","45,800","45,800",0.20K,0.00%
10/2/2019,"45,800","46,500","46,500","45,800",2.30K,0.22%
10/1/2019,"45,700","45,800","45,800","45,700",1.00K,-0.65%
9/30/2019,"46,000","45,500","46,000","45,300",5.10K,1.55%
9/27/2019,"45,300","46,000","46,000","45,300",0.90K,-1.31%
9/26/2019,"45,900","46,300","46,300","45,900",1.20K,1.32%
9/25/2019,"45,300","45,300","45,300","45,000",6.00K,0.00%
9/24/2019,"45,300","45,300","45,300","45,300",6.60K,0.22%
9/23/2019,"45,200","46,900","46,900","45,200",0.70K,0.00%
9/20/2019,"45,200","46,300","47,000","45,200",1.71K,-2.38%
9/19/2019,"46,300","45,600","46,300","44,500",10.20K,1.76%
9/18/2019,"45,500","46,000","46,000","45,500",0.80K,-0.66%
9/17/2019,"45,800","46,000","46,000","45,800",3.70K,-3.98%
9/16/2019,"47,700","47,600","47,800","47,400",12.00K,0.21%
9/13/2019,"47,600","47,000","47,600","47,000",15.50K,1.28%
9/12/2019,"47,000","47,200","47,200","47,000",3.95K,-0.42%
9/11/2019,"47,200","47,200","47,200","47,200",0.50K,0.43%
9/10/2019,"47,000","48,000","48,000","47,000",14.50K,-1.05%
9/9/2019,"47,500","47,100","47,500","47,100",8.30K,1.06%
9/6/2019,"47,000","47,300","47,800","47,000",17.54K,0.00%
9/5/2019,"47,000","47,800","47,900","47,000",9.70K,-1.67%
9/4/2019,"47,800","46,800","47,800","46,000",8.35K,1.49%
9/3/2019,"47,100","48,200","48,200","47,100",2.10K,-0.84%
8/30/2019,"47,500","47,600","47,600","46,700",1.00K,-0.63%
8/29/2019,"47,800","47,300","47,800","47,300",0.40K,1.06%
8/28/2019,"47,300","47,300","47,300","47,300",0.11K,-0.42%
8/27/2019,"47,500","48,000","48,200","47,500",3.30K,1.06%
8/26/2019,"47,000","48,300","48,300","47,000",4.20K,-2.49%
8/23/2019,"48,200","48,400","48,400","47,700",1.60K,0.42%
8/22/2019,"48,000","48,300","48,300","47,500",10.60K,0.42%
8/21/2019,"47,800","47,800","47,800","47,400",5.50K,1.49%
8/20/2019,"47,100","48,400","48,400","47,000",7.40K,-1.88%
8/19/2019,"48,000","48,200","48,200","47,500",11.91K,0.42%
8/16/2019,"47,800","48,900","48,900","47,800",5.24K,-1.24%
8/15/2019,"48,400","50,000","50,000","48,000",3.20K,0.00%
8/14/2019,"48,400","48,500","48,700","48,000",16.30K,0.83%
8/13/2019,"48,000","48,700","48,700","48,000",11.30K,-0.62%
8/12/2019,"48,300","48,800","49,300","48,000",6.30K,-0.41%
8/9/2019,"48,500","49,800","49,800","48,300",19.70K,-1.62%
8/8/2019,"49,300","49,900","49,900","48,000",21.00K,0.41%
8/7/2019,"49,100","50,000","50,000","49,100",7.81K,-1.60%
8/6/2019,"49,900","50,100","50,800","49,100",55.00K,-0.20%
8/5/2019,"50,000","48,800","50,900","48,000",74.50K,1.01%
8/2/2019,"49,500","50,900","50,900","48,700",6.00K,-0.60%
8/1/2019,"49,800","49,800","49,800","49,800",0.20K,0.00%
7/31/2019,"49,800","49,000","49,800","48,900",9.90K,3.75%
7/30/2019,"48,000","49,400","49,400","48,000",13.11K,-1.64%
7/29/2019,"48,800","49,600","49,600","48,800",2.30K,-0.41%
7/26/2019,"49,000","49,500","49,500","48,000",9.70K,-1.01%
7/25/2019,"49,500","50,000","50,300","49,500",47.93K,-1.59%
7/24/2019,"50,300","50,900","50,900","50,000",11.40K,-0.59%
7/23/2019,"50,600","52,000","52,000","49,000",51.65K,3.27%
7/22/2019,"49,000","50,500","50,500","49,000",12.80K,1.03%
7/19/2019,"48,500","48,600","49,000","48,500",9.74K,-0.82%
7/18/2019,"48,900","46,900","49,000","46,900",35.30K,2.95%
7/17/2019,"47,500","45,500","47,500","45,000",29.50K,5.56%
7/16/2019,"45,000","44,900","46,900","44,500",10.90K,0.00%
7/15/2019,"45,000","45,000","45,000","43,600",5.03K,3.21%
7/12/2019,"43,600","43,600","43,600","43,600",1.00K,0.23%
7/11/2019,"43,500","43,600","43,600","42,500",9.70K,-0.23%
7/10/2019,"43,600","43,600","43,600","43,600",2.30K,-0.46%
7/9/2019,"43,800","45,000","45,000","43,800",1.00K,0.46%
7/8/2019,"43,600","43,600","43,600","43,600",0.50K,0.00%
7/4/2019,"43,600","43,600","43,600","43,600",4.40K,0.23%
7/3/2019,"43,500","45,000","45,000","43,500",2.10K,0.00%
7/2/2019,"43,500","43,700","43,700","43,500",3.80K,0.00%
7/1/2019,"43,500","43,500","43,700","43,500",5.80K,0.00%
6/28/2019,"43,500","43,500","43,500","43,500",0.70K,-0.46%
6/26/2019,"43,700","43,500","43,700","43,500",10.60K,0.46%
6/25/2019,"43,500","44,000","44,000","43,500",9.00K,-1.36%
6/24/2019,"44,100","44,000","44,100","43,500",1.00K,0.23%
6/21/2019,"44,000","44,000","44,000","44,000",4.20K,0.23%
6/19/2019,"43,900","43,900","43,900","43,900",0.10K,2.09%
6/18/2019,"43,000","43,000","43,000","43,000",1.00K,-2.27%
6/17/2019,"44,000","44,000","44,000","44,000",0.10K,0.00%
6/14/2019,"44,000","44,000","44,000","44,000",0.10K,1.85%
6/13/2019,"43,200","43,500","43,500","43,200",0.60K,-1.82%
6/12/2019,"44,000","44,000","44,000","44,000",0.40K,2.09%
6/11/2019,"43,100","43,200","43,200","43,100",6.80K,-0.23%
6/10/2019,"43,200","44,000","44,000","43,100",6.60K,-1.82%
6/7/2019,"44,000","45,000","45,000","44,000",0.50K,-2.22%
6/4/2019,"45,000","45,000","45,000","45,000",0.10K,1.12%
6/3/2019,"44,500","45,500","45,500","44,500",1.66K,0.68%
5/31/2019,"44,200","44,000","50,100","44,000",1.30K,0.45%
5/30/2019,"44,000","44,400","44,400","44,000",0.40K,0.00%
5/29/2019,"44,000","44,000","44,000","44,000",0.40K,0.00%
5/28/2019,"44,000","43,300","44,000","43,300",5.30K,0.00%
5/27/2019,"44,000","43,800","45,000","43,600",0.80K,-3.93%
5/22/2019,"45,800","45,000","45,800","45,000",0.20K,5.29%
5/21/2019,"43,500","43,500","43,500","43,500",5.00K,0.00%
5/20/2019,"43,500","43,600","43,600","43,500",8.00K,0.00%
5/17/2019,"43,500","43,500","43,500","43,500",3.30K,-0.68%
5/16/2019,"43,800","43,800","43,800","43,800",0.90K,-7.79%
5/15/2019,"47,500","43,000","47,500","43,000",8.20K,9.20%
5/14/2019,"43,500","45,000","45,000","43,500",8.20K,-1.14%
5/13/2019,"44,000","43,100","44,000","43,100",0.45K,-3.93%
5/9/2019,"45,800","45,800","45,800","45,800",0.10K,2.00%
5/8/2019,"44,900","45,800","45,800","44,900",3.10K,-0.22%
5/6/2019,"45,000","46,000","46,000","45,000",3.80K,0.00%
5/3/2019,"45,000","45,000","45,000","45,000",2.50K,0.00%
5/2/2019,"45,000","46,000","46,000","45,000",0.90K,-0.66%
4/26/2019,"45,300","46,000","46,000","45,200",3.40K,0.00%
4/25/2019,"45,300","45,300","45,300","45,200",5.00K,-1.95%
4/24/2019,"46,200","45,900","46,200","45,000",0.70K,0.65%
4/23/2019,"45,900","45,000","45,900","45,000",0.60K,0.88%
4/22/2019,"45,500","45,000","45,500","45,000",0.40K,0.44%
4/18/2019,"45,300","46,000","46,500","45,300",3.82K,-1.31%
4/16/2019,"45,900","46,000","46,000","45,900",0.23K,-0.22%
4/12/2019,"46,000","44,900","46,000","44,900",0.40K,0.22%
4/11/2019,"45,900","45,500","45,900","44,500",3.40K,-0.65%
4/10/2019,"46,200","46,400","46,400","46,200",0.30K,1.54%
4/9/2019,"45,500","46,500","46,500","45,000",1.93K,-2.36%
4/8/2019,"46,600","46,600","46,600","46,600",0.10K,2.42%
4/5/2019,"45,500","46,800","46,800","45,500",0.60K,2.25%
4/4/2019,"44,500","46,500","46,500","44,500",1.40K,-4.71%
4/3/2019,"46,700","46,800","46,800","46,700",0.30K,2.19%
4/2/2019,"45,700","45,700","47,000","45,700",0.70K,-2.97%
3/29/2019,"47,100","45,500","47,100","45,500",10.90K,0.21%
3/27/2019,"47,000","46,000","47,000","46,000",0.70K,0.00%
3/26/2019,"47,000","47,000","47,000","47,000",0.10K,0.00%
3/25/2019,"47,000","47,000","47,000","47,000",0.55K,1.08%
3/22/2019,"46,500","47,000","47,000","46,500",0.60K,1.09%
3/21/2019,"46,000","47,000","47,000","46,000",0.90K,-1.92%
3/20/2019,"46,900","47,000","47,000","46,900",2.40K,-0.21%
3/19/2019,"47,000","47,000","47,000","47,000",0.33K,2.17%
3/18/2019,"46,000","46,000","46,000","46,000",0.60K,-1.92%
3/15/2019,"46,900","46,500","46,900","46,300",0.80K,0.86%
3/14/2019,"46,500","46,800","46,800","46,500",0.93K,-1.06%
3/13/2019,"47,000","47,000","47,100","47,000",1.60K,-0.21%
3/12/2019,"47,100","47,000","47,400","47,000",1.14K,-0.42%
3/11/2019,"47,300","47,200","47,300","47,000",0.70K,-8.16%
3/5/2019,"51,500","51,500","51,500","51,500",0.10K,6.19%
2/28/2019,"48,500","52,000","52,000","46,100",1.30K,-6.73%
2/27/2019,"52,000","50,500","52,000","50,500",0.30K,12.31%
2/26/2019,"46,300","46,100","46,300","46,000",0.40K,0.00%
2/25/2019,"46,300","46,000","46,300","46,000",0.60K,0.00%
2/21/2019,"46,300","46,300","46,300","46,300",0.20K,-0.22%
2/20/2019,"46,400","46,400","46,400","46,400",0.10K,-0.22%
2/18/2019,"46,500","46,200","46,500","46,200",0.60K,-0.85%
2/15/2019,"46,900","47,000","47,000","46,900",0.20K,1.52%
2/14/2019,"46,200","46,000","46,200","46,000",0.20K,1.99%
2/13/2019,"45,300","46,000","46,300","45,000",2.30K,-3.21%
2/12/2019,"46,800","46,000","46,800","46,000",0.30K,1.74%
2/11/2019,"46,000","48,800","48,800","46,000",0.97K,1.55%
2/1/2019,"45,300","51,000","51,000","45,300",1.10K,-5.63%
1/31/2019,"48,000","48,000","48,000","48,000",0.40K,0.00%
1/30/2019,"48,000","48,000","48,000","48,000",50.70K,-5.88%
1/24/2019,"51,000","51,000","51,000","51,000",0.10K,8.51%
1/18/2019,"47,000","48,000","48,000","47,000",1.02K,-2.08%
1/16/2019,"48,000","48,100","48,100","48,000",0.20K,-1.03%
1/15/2019,"48,500","48,500","48,500","48,500",0.10K,0.00%
1/14/2019,"48,500","48,500","48,500","48,500",0.10K,3.19%
1/10/2019,"47,000","47,000","47,000","47,000",0.10K,-2.08%
1/7/2019,"48,000","48,000","48,000","48,000",0.60K,-1.44%
1/4/2019,"48,700","48,700","48,700","48,700",0.20K,-0.20%
12/27/2018,"48,800","48,800","48,800","48,800",0.65K,3.83%
12/26/2018,"47,000","48,800","48,900","47,000",2.80K,-3.09%
12/24/2018,"48,500","48,800","48,900","48,500",1.30K,-0.61%
12/21/2018,"48,800","48,800","48,800","48,800",,0.00%
12/19/2018,"48,800","48,900","48,900","48,800",0.20K,1.67%
12/18/2018,"48,000","48,000","48,000","48,000",0.50K,-1.03%
12/17/2018,"48,500","48,500","48,500","48,500",1.00K,-0.21%
12/14/2018,"48,600","48,500","48,600","48,500",0.30K,0.21%
12/13/2018,"48,500","48,500","48,500","48,500",0.10K,2.11%
12/12/2018,"47,500","47,500","47,500","47,500",0.30K,-2.66%
12/7/2018,"48,800","48,800","48,800","48,800",0.10K,0.00%
12/6/2018,"48,800","47,200","48,800","47,200",0.30K,0.00%
12/5/2018,"48,800","48,800","48,800","48,800",0.10K,1.67%
12/4/2018,"48,000","47,000","48,000","47,000",0.30K,2.13%
12/3/2018,"47,000","45,500","47,000","43,600",51.03K,-2.08%
11/30/2018,"48,000","48,800","48,800","48,000",1.20K,-1.64%
11/29/2018,"48,800","48,800","48,800","48,800",0.10K,3.83%
11/28/2018,"47,000","48,900","48,900","47,000",6.23K,0.00%
11/27/2018,"47,000","47,000","47,000","47,000",5.30K,-2.08%
11/23/2018,"48,000","48,900","48,900","47,800",6.20K,0.21%
11/22/2018,"47,900","47,900","47,900","47,900",0.10K,1.70%
11/21/2018,"47,100","48,900","48,900","47,100",0.60K,-0.42%
11/20/2018,"47,300","48,900","48,900","47,300",0.60K,0.42%
11/19/2018,"47,100","47,000","47,100","47,000",2.60K,-1.88%
11/16/2018,"48,000","48,000","48,000","48,000",0.13K,2.13%
11/15/2018,"47,000","47,000","47,000","47,000",1.43K,-4.08%
11/12/2018,"49,000","47,700","49,000","47,700",0.70K,4.03%
11/9/2018,"47,100","48,300","48,300","47,100",0.20K,-4.27%
10/29/2018,"49,200","49,200","49,200","49,200",0.10K,4.68%
10/26/2018,"47,000","47,000","47,100","47,000",10.50K,-4.47%
10/25/2018,"49,200","49,900","49,900","49,200",0.30K,0.61%
10/23/2018,"48,900","49,900","49,900","48,900",0.35K,-0.20%
10/19/2018,"49,000","47,100","49,000","47,100",0.30K,-0.41%
10/18/2018,"49,200","47,500","49,200","47,500",0.50K,0.41%
10/17/2018,"49,000","49,500","49,500","49,000",0.35K,2.08%
10/16/2018,"48,000","49,900","49,900","48,000",1.10K,2.13%
10/15/2018,"47,000","49,000","49,000","47,000",0.70K,-4.08%
10/12/2018,"49,000","49,900","49,900","45,500",1.48K,0.00%
10/11/2018,"49,000","49,800","49,800","47,000",1.20K,2.08%
10/10/2018,"48,000","50,000","50,000","48,000",1.70K,-4.00%
10/9/2018,"50,000","50,000","50,000","50,000",0.11K,4.18%
10/5/2018,"47,996","47,516","47,996","47,516",0.42K,0.00%
10/3/2018,"47,996","48,092","48,476","47,996",2.27K,-1.38%
10/2/2018,"48,668","51,836","51,836","48,668",1.50K,2.63%
10/1/2018,"47,420","47,420","47,420","47,420",0.10K,0.00%
9/28/2018,"47,420","47,132","47,420","47,036",5.38K,0.82%
9/27/2018,"47,036","47,036","47,036","47,036",1.14K,0.00%
9/26/2018,"47,036","47,036","47,036","47,036",0.10K,1.03%
9/25/2018,"46,556","46,556","46,652","46,556",0.80K,0.21%
9/21/2018,"46,460","47,900","47,900","46,460",1.50K,0.00%
9/20/2018,"46,460","47,420","47,420","46,460",1.01K,-3.20%
9/10/2018,"47,996","47,996","47,996","47,996",0.10K,7.07%
9/7/2018,"44,828","44,828","44,828","44,828",1.00K,-1.68%
9/6/2018,"45,596","47,996","49,916","45,596",0.43K,0.00%
9/5/2018,"45,596","45,596","45,596","45,116",0.60K,-8.65%
8/31/2018,"49,916","46,460","49,916","46,460",6.70K,6.12%
8/29/2018,"47,036","47,036","47,036","47,036",0.10K,3.16%
8/28/2018,"45,596","45,596","45,596","45,596",0.30K,0.00%
8/27/2018,"45,596","45,596","45,596","45,596",1.12K,-0.84%
8/23/2018,"45,980","45,980","45,980","45,980",0.10K,1.92%
8/22/2018,"45,116","45,116","45,116","45,116",1.20K,-4.08%
8/21/2018,"47,036","47,036","47,036","47,036",0.10K,4.26%
8/20/2018,"45,116","47,036","47,036","45,116",2.60K,3.52%
8/17/2018,"43,580","47,036","47,036","43,580",1.10K,-1.30%
8/16/2018,"44,156","44,732","44,732","44,156",2.70K,-6.12%
8/13/2018,"47,036","47,036","47,036","47,036",0.10K,0.00%
8/10/2018,"47,036","47,036","47,036","47,036",0.11K,-5.77%
8/9/2018,"49,916","49,916","49,916","49,916",0.10K,1.96%
8/1/2018,"48,956","48,476","48,956","48,476",0.20K,-6.42%
7/31/2018,"52,316","46,748","52,316","44,252",15.40K,15.96%
7/30/2018,"45,116","46,268","46,268","45,116",0.20K,-3.29%
7/27/2018,"46,652","45,500","47,036","44,156",1.50K,5.42%
7/26/2018,"44,252","44,156","44,252","44,156",3.00K,-2.74%
7/25/2018,"45,500","45,500","45,500","45,500",0.10K,-0.84%
7/24/2018,"45,884","45,884","45,884","45,884",0.30K,-0.42%
7/23/2018,"46,076","46,076","46,076","46,076",0.10K,6.20%
7/20/2018,"43,388","45,116","45,116","43,388",4.70K,-9.24%
7/16/2018,"47,804","47,804","47,804","47,804",1.00K,-0.40%
7/13/2018,"47,996","47,516","47,996","47,516",0.20K,0.00%
7/11/2018,"47,996","47,996","47,996","47,996",0.10K,7.53%
7/10/2018,"44,636","50,618","50,618","44,636",3.80K,-3.00%
7/9/2018,"46,017","46,017","46,017","46,017",0.20K,1.83%
7/6/2018,"45,188","45,096","45,465","45,096",3.40K,0.20%
7/4/2018,"45,096","45,096","45,096","45,096",0.10K,5.15%
7/3/2018,"42,888","45,465","46,017","42,888",2.00K,-13.70%
6/29/2018,"49,698","45,096","49,698","44,176",10.10K,14.89%
6/28/2018,"43,256","45,096","45,096","41,415",10.20K,4.45%
6/27/2018,"41,415","45,096","45,096","41,415",1.30K,-4.26%
6/26/2018,"43,256","44,176","46,017","43,256",5.30K,1.73%
6/25/2018,"42,520","45,096","45,096","42,520",2.80K,0.00%
6/22/2018,"42,520","45,096","46,017","42,520",1.30K,1.54%
6/21/2018,"41,875","45,096","45,096","41,875",0.90K,-1.09%
6/20/2018,"42,335","42,335","43,256","42,335",6.10K,-2.13%
6/18/2018,"43,256","45,096","45,096","43,256",0.40K,0.00%
6/15/2018,"43,256","43,256","43,256","43,256",0.60K,-3.88%
