Date,Price,Open,High,Low,Vol,Change %
1/14/2022,"50,300","49,500","50,300","49,500",2.10K,0.40%
1/13/2022,"50,100","50,000","50,100","49,900",4.80K,1.21%
1/12/2022,"49,500","50,300","50,300","49,500",2.61K,0.81%
1/11/2022,"49,100","50,200","50,500","49,100",5.60K,-2.96%
1/10/2022,"50,600","50,600","50,700","50,000",3.20K,0.20%
1/7/2022,"50,500","51,300","51,300","50,200",3.40K,-0.20%
1/6/2022,"50,600","51,000","51,100","50,600",11.01K,-0.78%
1/5/2022,"51,000","51,200","51,200","50,500",7.94K,-0.78%
1/4/2022,"51,400","51,000","51,900","50,600",10.22K,-3.93%
12/31/2021,"53,500","50,000","53,500","49,500",20.20K,7.00%
12/30/2021,"50,000","50,200","50,300","49,000",3.00K,0.20%
12/29/2021,"49,900","50,000","50,700","48,800",15.60K,1.22%
12/28/2021,"49,300","50,900","50,900","49,000",5.50K,-1.20%
12/27/2021,"49,900","50,000","50,500","49,900",1.80K,-0.20%
12/24/2021,"50,000","50,000","50,000","49,400",0.90K,2.04%
12/23/2021,"49,000","49,000","50,000","48,700",11.17K,-3.54%
12/22/2021,"50,800","50,500","51,000","49,500",1.40K,0.59%
12/21/2021,"50,500","48,100","51,000","48,000",10.60K,-0.98%
12/20/2021,"51,000","52,000","52,000","50,000",0.77K,2.00%
12/17/2021,"50,000","50,000","51,000","49,800",3.40K,-0.20%
12/16/2021,"50,100","50,600","50,700","48,000",23.10K,-0.79%
12/15/2021,"50,500","51,000","51,000","50,400",4.11K,-0.98%
12/14/2021,"51,000","51,000","53,000","50,500",5.70K,0.99%
12/13/2021,"50,500","51,900","52,000","50,500",9.44K,-3.26%
12/10/2021,"52,200","51,800","52,400","51,700",23.20K,0.77%
12/9/2021,"51,800","51,300","51,800","51,300",2.03K,1.17%
12/8/2021,"51,200","52,200","52,200","51,200",4.71K,-0.19%
12/7/2021,"51,300","52,400","52,400","51,300",2.20K,-0.58%
12/6/2021,"51,600","52,500","52,900","50,500",10.10K,-0.58%
12/3/2021,"51,900","52,100","52,500","51,800",8.88K,0.19%
12/2/2021,"51,800","52,100","52,500","51,800",22.60K,-0.96%
12/1/2021,"52,300","51,800","52,400","51,700",18.81K,-0.38%
11/30/2021,"52,500","51,600","53,000","51,600",28.20K,1.55%
11/29/2021,"51,700","51,800","52,100","51,500",32.90K,-0.39%
11/26/2021,"51,900","51,900","52,700","51,500",12.30K,-0.76%
11/25/2021,"52,300","53,000","53,500","51,700",17.90K,0.77%
11/24/2021,"51,900","51,900","53,000","51,400",9.30K,0.78%
11/23/2021,"51,500","50,300","53,100","50,300",20.50K,-0.77%
11/22/2021,"51,900","51,900","54,800","51,900",27.80K,0.00%
11/19/2021,"51,900","52,000","52,100","51,800",20.80K,-0.19%
11/18/2021,"52,000","52,000","53,700","52,000",212.31K,-0.57%
11/17/2021,"52,300","52,000","52,300","52,000",23.92K,0.58%
11/16/2021,"52,000","53,800","53,800","51,600",22.70K,-0.38%
11/15/2021,"52,200","52,500","53,000","52,000",17.21K,-1.51%
11/12/2021,"53,000","53,300","53,300","51,000",28.80K,-1.49%
11/11/2021,"53,800","55,800","55,800","53,000",5.00K,-1.28%
11/10/2021,"54,500","54,300","54,500","53,100",7.43K,0.74%
11/9/2021,"54,100","55,900","55,900","54,100",17.10K,-2.35%
11/8/2021,"55,400","55,700","55,700","54,700",4.57K,-0.36%
11/5/2021,"55,600","56,000","56,000","55,600",0.22K,-0.71%
11/4/2021,"56,000","56,900","56,900","55,000",2.81K,1.82%
11/3/2021,"55,000","54,900","55,700","54,900",38.70K,0.00%
11/2/2021,"55,000","55,000","55,000","54,900",2.21K,0.55%
11/1/2021,"54,700","56,000","56,000","54,000",20.00K,-2.15%
10/29/2021,"55,900","54,700","56,500","54,000",19.50K,-1.76%
10/28/2021,"56,900","56,900","56,900","56,900",0.10K,-0.35%
10/27/2021,"57,100","56,600","57,600","56,100",5.71K,0.88%
10/26/2021,"56,600","57,700","57,700","56,600",18.40K,-0.53%
10/25/2021,"56,900","57,000","57,000","55,000",8.62K,-0.70%
10/22/2021,"57,300","57,700","57,800","57,000",1.51K,1.78%
10/21/2021,"56,300","57,000","57,900","56,300",17.72K,-2.09%
10/20/2021,"57,500","57,000","57,500","56,700",21.10K,-0.86%
10/19/2021,"58,000","57,000","58,600","57,000",23.93K,-0.17%
10/18/2021,"58,100","57,600","58,500","57,000",27.40K,0.87%
10/15/2021,"57,600","56,300","58,000","56,300",15.02K,2.67%
10/14/2021,"56,100","55,200","56,900","55,200",14.01K,2.37%
10/13/2021,"54,800","54,800","55,900","54,400",24.10K,1.48%
10/12/2021,"54,000","54,500","54,900","54,000",11.30K,0.00%
10/11/2021,"54,000","53,800","54,500","53,500",11.91K,0.37%
10/8/2021,"53,800","53,800","53,800","52,500",21.00K,0.75%
10/7/2021,"53,400","53,300","53,400","52,100",1.23K,-0.19%
10/6/2021,"53,500","54,800","54,800","51,900",9.41K,2.29%
10/5/2021,"52,300","52,400","52,400","50,300",5.10K,-1.32%
10/4/2021,"53,000","53,100","53,100","52,000",1.70K,0.00%
10/1/2021,"53,000","52,000","55,300","52,000",6.60K,-10.92%
9/30/2021,"59,500","52,000","59,500","51,800",17.93K,14.86%
9/29/2021,"51,800","51,900","51,900","51,800",0.50K,0.58%
9/28/2021,"51,500","51,500","51,500","51,000",16.20K,0.98%
9/27/2021,"51,000","52,000","52,000","50,500",1.00K,-1.35%
9/24/2021,"51,700","51,700","51,700","51,000",5.80K,1.37%
9/23/2021,"51,000","51,800","51,800","51,000",8.70K,-1.54%
9/22/2021,"51,800","50,200","52,000","50,000",13.70K,3.19%
9/21/2021,"50,200","50,500","51,200","49,800",22.12K,-0.59%
9/20/2021,"50,500","52,400","52,400","50,400",11.01K,-3.63%
9/17/2021,"52,400","52,600","52,600","51,200",6.80K,-0.76%
9/16/2021,"52,800","51,500","52,800","50,600",29.01K,2.52%
9/15/2021,"51,500","52,200","52,200","50,100",11.80K,-1.90%
9/14/2021,"52,500","51,500","53,000","51,500",13.90K,2.54%
9/13/2021,"51,200","50,400","51,500","50,200",15.00K,1.59%
9/10/2021,"50,400","50,500","50,500","50,400",2.34K,0.80%
9/9/2021,"50,000","49,900","50,400","49,900",9.22K,0.00%
9/8/2021,"50,000","50,500","50,500","49,500",3.80K,0.40%
9/7/2021,"49,800","50,000","50,000","49,800",5.23K,0.61%
9/6/2021,"49,500","49,500","50,000","49,500",2.41K,0.00%
9/1/2021,"49,500","48,100","49,500","48,100",11.00K,-0.80%
8/31/2021,"49,900","49,400","49,900","49,100",6.40K,1.84%
8/30/2021,"49,000","48,600","49,000","48,400",2.82K,0.82%
8/27/2021,"48,600","48,800","48,800","48,000",2.30K,0.41%
8/26/2021,"48,400","48,000","49,000","48,000",3.90K,-0.21%
8/25/2021,"48,500","48,300","48,500","48,300",3.40K,0.21%
8/24/2021,"48,400","48,400","48,400","48,000",0.70K,0.21%
8/23/2021,"48,300","48,900","48,900","46,200",3.50K,0.42%
8/20/2021,"48,100","48,700","48,700","48,000",18.73K,-1.23%
8/19/2021,"48,700","48,800","48,800","48,600",6.60K,-0.20%
8/18/2021,"48,800","49,400","49,400","48,600",3.85K,-0.81%
8/17/2021,"49,200","49,300","49,300","48,600",2.10K,1.03%
8/16/2021,"48,700","48,700","48,700","48,600",12.22K,0.41%
8/13/2021,"48,500","48,700","48,700","48,500",5.70K,-0.82%
8/12/2021,"48,900","48,700","48,900","48,500",15.70K,0.41%
8/11/2021,"48,700","48,700","48,900","48,500",4.51K,0.41%
8/10/2021,"48,500","48,700","48,900","48,500",1.20K,-1.02%
8/9/2021,"49,000","49,000","49,000","48,300",2.00K,1.03%
8/6/2021,"48,500","49,600","49,600","48,500",1.30K,-2.22%
8/5/2021,"49,600","50,000","50,000","48,200",3.23K,0.20%
8/4/2021,"49,500","50,200","50,200","49,500",0.70K,1.23%
8/3/2021,"48,900","48,800","50,200","48,800",0.40K,-3.17%
8/2/2021,"50,500","50,500","50,500","50,500",0.11K,-0.79%
7/30/2021,"50,900","49,000","50,900","48,900",5.40K,4.09%
7/29/2021,"48,900","50,800","50,900","48,500",2.60K,0.20%
7/28/2021,"48,800","48,500","48,900","48,000",1.40K,0.62%
7/27/2021,"48,500","48,500","48,500","48,500",0.31K,-1.42%
7/26/2021,"49,200","48,400","49,300","48,400",1.70K,1.44%
7/23/2021,"48,500","48,000","49,400","48,000",0.60K,0.00%
7/22/2021,"48,500","47,800","48,500","47,800",1.11K,-1.02%
7/21/2021,"49,000","47,000","49,800","47,000",2.81K,0.41%
7/20/2021,"48,800","48,100","49,000","47,600",1.21K,0.62%
7/19/2021,"48,500","49,900","49,900","48,000",2.90K,-0.61%
7/16/2021,"48,800","49,200","49,200","48,200",2.60K,1.04%
7/15/2021,"48,300","49,800","49,800","48,300",9.50K,0.21%
7/14/2021,"48,200","48,400","48,400","48,200",5.30K,-0.41%
7/13/2021,"48,400","49,700","49,700","47,800",3.09K,-0.82%
7/12/2021,"48,800","48,000","48,800","48,000",0.20K,-0.20%
7/9/2021,"48,900","49,900","49,900","48,500",3.10K,-0.41%
7/8/2021,"49,100","48,300","49,200","48,200",1.30K,-0.81%
7/7/2021,"49,500","48,600","50,900","48,500",4.20K,2.70%
7/6/2021,"48,200","49,500","49,600","48,200",2.41K,-2.63%
7/2/2021,"49,500","49,500","49,500","49,400",0.41K,0.00%
7/1/2021,"49,500","49,800","49,900","49,000",2.20K,-1.98%
6/30/2021,"50,500","50,700","50,700","50,400",0.50K,2.02%
6/29/2021,"49,500","49,000","49,700","48,000",1.60K,3.13%
6/28/2021,"48,000","49,000","49,000","48,000",5.90K,-3.03%
6/25/2021,"49,500","49,000","49,500","49,000",1.60K,-0.80%
6/24/2021,"49,900","50,600","50,600","49,900",0.70K,1.42%
6/23/2021,"49,200","49,000","50,800","48,300",1.40K,0.41%
6/22/2021,"49,000","49,000","50,800","49,000",5.60K,0.00%
6/21/2021,"49,000","48,200","49,800","48,000",20.11K,2.51%
6/18/2021,"47,800","47,800","48,400","47,800",3.50K,-0.83%
6/17/2021,"48,200","47,700","48,200","47,700",1.40K,1.26%
6/16/2021,"47,600","47,700","47,800","47,600",3.90K,-0.21%
6/15/2021,"47,700","47,600","47,800","47,500",8.50K,-0.63%
6/14/2021,"48,000","47,600","48,000","47,000",5.70K,0.63%
6/11/2021,"47,700","47,900","47,900","47,700",4.90K,-0.42%
6/10/2021,"47,900","48,500","48,500","47,500",4.40K,-0.21%
6/9/2021,"48,000","47,600","48,000","47,500",2.50K,0.21%
6/8/2021,"47,900","47,900","48,200","47,900",3.40K,-0.21%
6/7/2021,"48,000","48,400","48,400","48,000",4.50K,-1.03%
6/4/2021,"48,500","49,000","49,000","48,400",6.00K,0.62%
6/3/2021,"48,200","47,700","48,500","47,400",13.40K,0.84%
6/2/2021,"47,800","48,000","48,000","47,100",6.41K,0.42%
6/1/2021,"47,600","48,000","48,000","47,500",17.80K,-0.83%
5/31/2021,"48,000","48,000","48,000","46,100",7.70K,0.00%
5/28/2021,"48,000","48,000","48,000","47,800",20.80K,0.00%
5/27/2021,"48,000","49,600","49,900","48,000",1.40K,0.00%
5/26/2021,"48,000","49,500","49,500","47,800",11.30K,-0.21%
5/25/2021,"48,100","48,900","48,900","48,000",10.80K,-0.21%
5/24/2021,"48,200","48,200","48,200","48,200",1.20K,-0.62%
5/21/2021,"48,500","49,500","49,500","47,400",0.70K,1.25%
5/20/2021,"47,900","48,600","49,900","47,400",5.30K,-1.03%
5/19/2021,"48,400","47,800","48,400","47,100",1.70K,0.83%
5/18/2021,"48,000","48,200","48,200","48,000",19.11K,-0.62%
5/17/2021,"48,300","49,900","49,900","48,100",2.60K,0.42%
5/14/2021,"48,100","49,000","49,000","48,100",18.10K,-3.22%
5/13/2021,"49,700","51,700","51,700","48,000",5.70K,3.33%
5/12/2021,"48,100","49,000","49,000","48,000",4.21K,-2.63%
5/11/2021,"49,400","53,900","56,000","48,800",47.70K,-0.20%
5/10/2021,"49,500","51,700","51,700","49,000",16.90K,-1.00%
5/7/2021,"50,000","51,800","51,800","50,000",6.50K,-4.21%
5/6/2021,"52,200","52,800","52,800","52,200",4.00K,0.38%
5/5/2021,"52,000","53,000","53,000","52,000",8.80K,-1.14%
5/4/2021,"52,600","52,200","52,800","52,100",6.70K,-7.56%
4/29/2021,"56,900","56,800","60,000","51,800",17.64K,7.56%
4/28/2021,"52,900","52,000","58,000","51,700",14.97K,2.92%
4/27/2021,"51,400","51,600","51,600","51,400",12.00K,-0.19%
4/26/2021,"51,500","52,500","52,500","51,500",1.91K,-4.10%
4/23/2021,"53,700","51,700","53,700","51,500",1.87K,3.27%
4/22/2021,"52,000","52,500","52,500","52,000",10.80K,-0.95%
4/20/2021,"52,500","52,500","52,500","52,000",3.00K,0.00%
4/19/2021,"52,500","52,400","52,500","52,300",5.11K,1.94%
4/16/2021,"51,500","51,700","52,700","51,500",6.41K,-1.72%
4/15/2021,"52,400","52,000","52,800","51,700",4.12K,1.35%
4/14/2021,"51,700","52,800","52,800","51,600",1.30K,0.39%
4/13/2021,"51,500","52,100","52,100","51,000",16.60K,-2.46%
4/12/2021,"52,800","52,100","53,000","51,900",7.20K,1.54%
4/9/2021,"52,000","52,400","52,500","52,000",1.50K,-0.19%
4/8/2021,"52,100","53,300","53,300","51,800",3.60K,-1.51%
4/7/2021,"52,900","52,000","54,000","51,500",7.40K,1.73%
4/6/2021,"52,000","52,000","52,000","51,700",4.11K,0.00%
4/5/2021,"52,000","53,500","53,500","51,600",22.00K,-0.57%
4/2/2021,"52,300","55,000","55,000","52,300",6.70K,-1.88%
4/1/2021,"53,300","53,500","53,500","53,300",8.10K,0.57%
3/31/2021,"53,000","56,000","56,000","52,500",5.70K,-5.36%
3/30/2021,"56,000","56,500","58,000","56,000",0.90K,3.70%
3/29/2021,"54,000","57,600","58,000","53,200",10.91K,4.25%
3/26/2021,"51,800","51,600","58,000","51,500",19.10K,0.58%
3/25/2021,"51,500","52,500","52,500","51,500",3.70K,-0.96%
3/24/2021,"52,000","51,500","52,900","51,500",4.90K,-1.70%
3/23/2021,"52,900","51,000","53,000","51,000",3.10K,2.72%
3/22/2021,"51,500","52,500","52,500","51,000",3.00K,-0.58%
3/19/2021,"51,800","51,400","52,600","50,900",4.83K,0.78%
3/18/2021,"51,400","52,600","52,600","51,000",4.00K,-2.47%
3/17/2021,"52,700","52,800","53,000","51,000",3.90K,2.93%
3/16/2021,"51,200","50,500","53,800","50,500",3.10K,-0.78%
3/15/2021,"51,600","52,900","53,900","51,400",10.80K,-2.46%
3/12/2021,"52,900","51,500","54,000","51,500",4.73K,2.72%
3/11/2021,"51,500","56,000","58,000","51,000",14.20K,1.78%
3/10/2021,"50,600","51,000","53,800","50,500",3.41K,-0.59%
3/9/2021,"50,900","50,800","50,900","50,000",7.60K,-0.20%
3/8/2021,"51,000","50,300","51,900","50,300",2.50K,1.39%
3/5/2021,"50,300","50,900","50,900","50,000",26.80K,0.80%
3/4/2021,"49,900","50,000","51,800","49,800",21.30K,0.00%
3/3/2021,"49,900","49,900","50,000","49,500",8.60K,-0.20%
3/2/2021,"50,000","50,000","50,000","50,000",6.20K,0.00%
3/1/2021,"50,000","51,000","51,000","48,500",15.70K,-3.47%
2/26/2021,"51,800","48,000","51,800","47,500",8.80K,5.71%
2/25/2021,"49,000","49,400","49,400","49,000",0.30K,1.24%
2/24/2021,"48,400","50,400","50,400","48,400",1.90K,-2.22%
2/23/2021,"49,500","48,600","49,700","48,600",0.93K,0.41%
2/22/2021,"49,300","50,800","50,800","48,200",6.21K,2.71%
2/19/2021,"48,000","48,000","49,000","47,500",9.80K,-4.00%
2/18/2021,"50,000","49,900","51,900","49,900",1.50K,5.26%
2/17/2021,"47,500","47,400","47,500","47,200",9.03K,0.21%
2/9/2021,"47,400","47,300","47,400","47,000",3.60K,0.42%
2/8/2021,"47,200","47,900","47,900","46,900",6.23K,0.43%
2/5/2021,"47,000","47,200","47,200","47,000",5.50K,0.00%
2/4/2021,"47,000","48,000","48,000","47,000",11.81K,-0.42%
2/3/2021,"47,200","47,400","47,400","46,300",0.40K,0.64%
2/2/2021,"46,900","46,000","46,900","46,000",1.80K,2.18%
2/1/2021,"45,900","46,200","46,200","45,900",7.21K,-2.13%
1/29/2021,"46,900","48,000","48,000","45,000",16.61K,3.76%
1/28/2021,"45,200","46,100","46,100","44,500",23.50K,-5.04%
1/27/2021,"47,600","47,100","47,600","46,400",12.00K,1.28%
1/26/2021,"47,000","47,000","48,000","47,000",25.60K,-2.08%
1/25/2021,"48,000","48,700","48,700","45,800",21.50K,1.27%
1/22/2021,"47,400","47,400","47,900","47,400",0.70K,-1.04%
1/21/2021,"47,900","48,300","48,300","47,100",1.60K,0.21%
1/20/2021,"47,800","47,200","48,000","46,000",31.10K,-3.24%
1/19/2021,"49,400","49,700","49,700","47,000",1.50K,4.00%
1/18/2021,"47,500","48,700","50,000","47,500",7.60K,-2.86%
1/15/2021,"48,900","47,200","50,000","47,000",12.00K,-0.20%
1/14/2021,"49,000","53,000","53,000","48,100",2.00K,-1.41%
1/13/2021,"49,700","47,700","49,800","47,000",5.40K,-0.40%
1/12/2021,"49,900","50,000","50,000","49,900",0.21K,-0.20%
1/11/2021,"50,000","49,300","50,000","48,000",7.21K,0.00%
1/8/2021,"50,000","50,800","50,800","50,000",0.30K,0.00%
1/7/2021,"50,000","51,600","51,600","48,600",11.10K,2.67%
1/6/2021,"48,700","50,500","50,500","48,500",0.90K,-4.70%
1/5/2021,"51,100","51,900","51,900","51,100",0.81K,-1.73%
1/4/2021,"52,000","52,000","52,000","52,000",11.03K,0.19%
12/31/2020,"51,900","53,000","54,000","49,000",5.70K,3.59%
12/30/2020,"50,100","47,500","52,900","47,500",3.10K,5.47%
12/29/2020,"47,500","46,100","47,500","45,800",6.70K,1.06%
12/28/2020,"47,000","47,800","47,900","46,000",6.50K,-0.84%
12/25/2020,"47,400","46,100","47,400","45,800",8.24K,1.28%
12/24/2020,"46,800","47,200","47,200","46,800",5.60K,-0.43%
12/23/2020,"47,000","48,000","48,000","47,000",3.80K,-5.43%
12/22/2020,"49,700","49,600","49,700","49,600",0.20K,2.05%
12/21/2020,"48,700","49,400","50,000","47,000",7.70K,3.62%
12/18/2020,"47,000","47,000","49,500","46,000",6.30K,0.00%
12/17/2020,"47,000","47,000","47,000","46,500",1.80K,-0.42%
12/16/2020,"47,200","46,500","47,500","45,400",3.90K,4.42%
12/15/2020,"45,200","44,300","49,900","44,300",41.57K,0.44%
12/14/2020,"45,000","44,000","45,000","44,000",16.90K,2.27%
12/11/2020,"44,000","43,500","44,000","43,500",4.50K,0.46%
12/10/2020,"43,800","43,800","43,800","43,800",1.20K,0.00%
12/9/2020,"43,800","43,500","43,800","43,100",14.80K,0.00%
12/8/2020,"43,800","44,000","44,000","43,300",6.70K,-0.45%
12/7/2020,"44,000","43,400","44,500","43,100",8.10K,0.23%
12/4/2020,"43,900","43,500","43,900","43,300",2.60K,-0.23%
12/3/2020,"44,000","43,800","44,500","43,800",3.40K,1.15%
12/2/2020,"43,500","43,800","44,000","43,100",13.70K,-1.14%
12/1/2020,"44,000","43,000","44,000","42,500",6.90K,1.85%
11/30/2020,"43,200","43,200","43,200","43,000",11.61K,-0.69%
11/27/2020,"43,500","43,000","43,800","43,000",1.95K,0.69%
11/26/2020,"43,200","44,600","44,900","43,000",1.60K,0.47%
11/25/2020,"43,000","43,500","43,500","43,000",5.80K,-0.92%
11/24/2020,"43,400","44,500","44,500","43,000",3.96K,0.93%
11/23/2020,"43,000","42,400","44,000","42,400",3.32K,2.14%
11/20/2020,"42,100","42,000","42,200","42,000",0.70K,-0.24%
11/19/2020,"42,200","42,000","42,500","42,000",1.50K,-1.40%
11/18/2020,"42,800","42,000","43,000","41,800",4.80K,1.18%
11/17/2020,"42,300","42,500","42,500","42,000",1.50K,-0.24%
11/16/2020,"42,400","42,000","43,000","42,000",4.90K,0.95%
11/13/2020,"42,000","42,200","42,200","42,000",12.70K,0.00%
11/12/2020,"42,000","42,000","42,000","41,800",12.50K,0.00%
11/11/2020,"42,000","41,500","42,300","41,400",1.70K,-0.47%
11/10/2020,"42,200","42,200","44,000","41,800",4.82K,1.44%
11/9/2020,"41,600","41,600","41,900","41,000",8.50K,-1.65%
11/6/2020,"42,300","42,300","42,300","42,300",0.10K,1.44%
11/5/2020,"41,700","41,000","41,700","41,000",2.70K,0.24%
11/4/2020,"41,600","41,800","41,800","41,200",1.70K,0.24%
11/3/2020,"41,500","41,500","41,600","41,000",5.12K,-1.19%
11/2/2020,"42,000","42,000","42,000","42,000",0.10K,0.24%
10/30/2020,"41,900","41,900","42,000","41,000",1.80K,1.70%
10/29/2020,"41,200","41,000","41,200","40,600",40.60K,0.49%
10/28/2020,"41,000","41,900","41,900","41,000",44.12K,-1.20%
10/27/2020,"41,500","41,400","41,600","41,200",16.21K,-0.72%
10/26/2020,"41,800","41,900","42,400","41,300",53.30K,0.24%
10/23/2020,"41,700","42,100","42,800","41,700",11.50K,-0.71%
10/22/2020,"42,000","42,800","42,800","42,000",2.92K,0.00%
10/21/2020,"42,000","43,800","45,000","42,000",4.02K,0.00%
10/20/2020,"42,000","42,200","42,200","41,500",24.60K,-1.18%
10/19/2020,"42,500","42,700","42,900","42,200",6.80K,-0.93%
10/16/2020,"42,900","42,900","43,300","42,400",6.10K,0.70%
10/15/2020,"42,600","42,000","43,500","42,000",12.50K,1.43%
10/14/2020,"42,000","42,900","42,900","42,000",10.30K,-0.24%
10/13/2020,"42,100","42,900","42,900","42,100",3.40K,-2.09%
10/12/2020,"43,000","42,500","44,000","42,500",1.72K,1.18%
10/9/2020,"42,500","42,800","43,000","42,500",0.70K,-0.93%
10/8/2020,"42,900","42,900","42,900","42,900",1.10K,2.39%
10/7/2020,"41,900","42,900","43,000","41,900",3.10K,-0.24%
10/6/2020,"42,000","42,200","43,600","42,000",7.70K,0.00%
10/5/2020,"42,000","44,000","45,000","42,000",14.20K,-0.47%
10/2/2020,"42,200","44,600","45,000","42,200",4.50K,-2.31%
10/1/2020,"43,200","41,800","47,700","41,800",20.30K,2.86%
9/30/2020,"42,000","42,800","42,800","41,700",5.80K,-1.87%
9/29/2020,"42,800","43,200","43,200","42,000",4.90K,1.42%
9/28/2020,"42,200","43,000","45,000","41,500",19.30K,0.48%
9/25/2020,"42,000","40,700","42,900","40,700",6.13K,0.00%
9/24/2020,"42,000","40,800","42,000","40,100",30.40K,4.74%
9/23/2020,"40,100","40,800","40,800","40,100",1.93K,0.25%
9/22/2020,"40,000","40,400","40,500","40,000",3.66K,-0.25%
9/21/2020,"40,100","40,500","41,000","40,100",6.22K,-1.23%
9/18/2020,"40,600","41,200","41,200","40,000",1.90K,0.25%
9/17/2020,"40,500","40,700","40,700","40,000",6.51K,-0.49%
9/16/2020,"40,700","41,500","41,900","39,500",3.30K,1.50%
9/15/2020,"40,100","40,300","41,800","40,100",34.66K,-0.74%
9/14/2020,"40,400","40,000","41,000","39,500",6.18K,1.51%
9/11/2020,"39,800","40,000","42,000","39,200",12.40K,1.02%
9/10/2020,"39,400","38,800","39,900","38,800",5.20K,1.81%
9/9/2020,"38,700","39,000","39,600","38,300",13.80K,-1.28%
9/8/2020,"39,200","37,700","41,000","37,700",15.50K,-4.16%
9/7/2020,"40,900","40,000","42,000","40,000",29.08K,2.25%
9/4/2020,"40,000","37,000","42,000","37,000",140.32K,7.53%
9/3/2020,"37,200","37,000","37,500","37,000",185.50K,0.00%
9/1/2020,"37,200","37,000","37,200","37,000",224.60K,0.54%
8/31/2020,"37,000","37,000","37,000","36,900",11.66K,0.00%
8/28/2020,"37,000","37,000","37,000","36,800",25.50K,0.00%
8/27/2020,"37,000","37,000","37,400","36,900",14.90K,0.00%
8/26/2020,"37,000","37,000","37,000","36,800",8.40K,0.00%
8/25/2020,"37,000","37,500","37,500","37,000",33.16K,0.00%
8/24/2020,"37,000","38,000","38,000","37,000",28.00K,0.00%
8/21/2020,"37,000","38,000","38,000","37,000",9.90K,0.00%
8/20/2020,"37,000","37,900","37,900","37,000",5.60K,-2.63%
8/19/2020,"38,000","38,000","38,000","38,000",12.90K,0.00%
8/18/2020,"38,000","37,900","38,000","37,900",25.22K,0.00%
8/17/2020,"38,000","38,000","38,000","37,600",28.50K,0.26%
8/14/2020,"37,900","38,000","38,000","37,900",16.90K,-1.04%
8/13/2020,"38,300","38,000","38,300","37,800",150.26K,0.79%
8/12/2020,"38,000","40,500","40,500","36,000",9.10K,-1.55%
8/11/2020,"38,600","38,600","38,600","38,600",0.10K,0.26%
8/10/2020,"38,500","40,500","40,500","38,500",0.28K,-1.28%
8/7/2020,"39,000","39,500","39,500","38,600",1.60K,-3.70%
8/6/2020,"40,500","39,000","40,500","39,000",2.90K,2.53%
8/5/2020,"39,500","39,000","39,500","38,500",0.70K,-1.00%
8/4/2020,"39,900","39,500","39,900","39,500",0.50K,-1.48%
8/3/2020,"40,500","39,000","41,000","37,100",2.00K,-1.22%
7/31/2020,"41,000","36,900","41,000","35,800",5.50K,11.72%
7/30/2020,"36,700","36,000","36,700","35,700",4.90K,1.94%
7/29/2020,"36,000","35,200","37,200","35,200",0.80K,-4.00%
7/28/2020,"37,500","36,900","37,500","35,600",0.83K,5.04%
7/27/2020,"35,700","34,500","36,300","34,500",3.10K,-2.99%
7/24/2020,"36,800","37,000","37,000","36,800",7.70K,-1.87%
7/23/2020,"37,500","37,100","37,500","36,900",9.30K,1.35%
7/22/2020,"37,000","37,200","37,500","36,900",10.90K,0.00%
7/21/2020,"37,000","39,000","42,000","36,900",5.81K,0.82%
7/20/2020,"36,700","37,000","37,100","36,500",5.80K,-0.54%
7/16/2020,"36,900","37,000","37,000","36,600",7.10K,1.10%
7/15/2020,"36,500","36,700","37,000","36,200",11.00K,1.11%
7/14/2020,"36,100","36,200","36,200","36,100",0.40K,-2.43%
7/9/2020,"37,000","36,800","37,000","36,800",3.90K,1.37%
7/6/2020,"36,500","37,000","39,900","36,500",2.80K,3.69%
7/3/2020,"35,200","35,500","35,500","35,000",1.50K,-2.22%
7/2/2020,"36,000","36,300","36,300","36,000",0.40K,-1.64%
7/1/2020,"36,600","36,600","36,600","36,600",0.50K,-0.81%
6/26/2020,"36,900","36,900","36,900","36,900",0.60K,0.00%
6/25/2020,"36,900","36,900","36,900","36,900",0.10K,3.94%
6/24/2020,"35,500","35,500","35,500","35,500",0.60K,-1.39%
6/23/2020,"36,000","36,100","36,100","36,000",1.50K,0.00%
6/22/2020,"36,000","36,700","36,700","36,000",2.60K,0.00%
6/18/2020,"36,000","36,200","37,100","36,000",1.10K,0.00%
6/16/2020,"36,000","37,000","37,000","36,000",0.90K,-0.28%
6/15/2020,"36,100","36,000","36,100","35,000",2.80K,0.28%
6/12/2020,"36,000","36,000","36,000","36,000",1.40K,0.00%
6/11/2020,"36,000","36,400","37,100","36,000",6.40K,-2.70%
6/10/2020,"37,000","37,200","37,200","37,000",1.10K,-0.27%
6/9/2020,"37,100","37,200","37,300","37,100",1.10K,-0.54%
6/8/2020,"37,300","37,100","37,300","37,000",0.51K,0.81%
6/5/2020,"37,000","38,200","38,200","37,000",1.20K,1.37%
6/4/2020,"36,500","36,100","36,500","36,100",1.30K,0.00%
6/3/2020,"36,500","36,500","36,500","36,500",0.20K,-0.54%
6/2/2020,"36,700","39,800","39,800","36,700",2.20K,-0.81%
6/1/2020,"37,000","37,500","37,500","37,000",2.00K,-1.07%
5/29/2020,"37,400","36,600","37,400","36,600",1.31K,0.54%
5/28/2020,"37,200","37,200","37,200","37,200",0.10K,0.27%
5/27/2020,"37,100","37,500","37,500","37,100",4.42K,-0.27%
